zero,Coffeemaker,Blender,Microwave,Toaster,Washing,Iron,Dishwasher,Electricboiler,Dryer,TV,Computer,Heater,AC
,6,20,45,13,16,79,22,8,29,1,2,2,41
,3,25,49,5,9,146,22,19,56,84,2,3,26
,20,4,9,8,29,94,3,1,23,43,34,69,34
,15,21,45,8,5,96,25,4,9,64,48,15,36
,2,6,42,13,28,97,2,31,18,23,27,52,40
,16,3,30,1,51,25,2,4,66,8,13,28,32
,19,16,23,13,35,2,1,25,14,39,85,37,41
,13,1,49,20,22,142,21,30,6,70,20,18,84
,13,12,33,17,5,127,6,29,52,80,67,54,33
,12,26,2,8,50,110,3,42,33,44,56,44,58
,4,8,47,2,42,134,16,27,49,29,84,76,53
,11,4,38,20,10,11,25,38,53,50,32,9,20
,13,2,47,18,55,84,17,48,23,83,78,7,81
,13,17,20,16,28,25,17,46,63,4,36,48,6
,7,30,48,6,32,26,12,48,64,67,41,59,70
,4,8,12,2,44,40,24,37,11,37,66,17,83
,24,8,5,1,52,35,18,35,6,52,12,31,36
,19,12,6,9,46,90,20,40,9,46,48,19,79
,3,9,6,19,6,49,17,13,75,19,39,64,30
,10,13,37,9,22,106,4,36,4,12,59,58,23
,22,8,17,18,8,35,4,7,27,10,23,20,27
,11,19,9,3,44,18,14,1,73,8,26,66,34
,22,13,42,12,59,54,10,36,41,44,66,41,60
,6,9,25,13,20,52,7,31,62,83,59,45,32
,18,6,11,4,10,96,16,11,7,40,2,53,15
,7,6,14,13,37,7,2,25,31,12,51,11,4
,3,1,24,11,38,1,10,17,48,46,46,14,68
,10,6,18,18,9,90,1,17,55,34,78,83,59
,11,30,5,1,56,90,17,41,60,65,11,11,21
,12,1,32,17,60,16,13,31,26,54,2,20,85
,6,14,25,17,13,134,21,29,28,31,44,48,9
,25,25,50,10,57,14,11,13,3,22,42,34,16
,18,13,23,13,1,132,13,24,43,84,78,75,71
,19,18,34,8,22,129,9,33,69,17,57,65,13
,3,7,4,20,11,74,20,39,64,14,80,48,38
,6,26,12,16,48,111,22,25,28,26,43,30,11
,22,9,26,13,18,11,6,40,46,66,27,70,75
,21,13,30,4,19,58,25,25,33,43,73,78,34
,2,15,17,17,56,2,14,6,23,74,64,83,85
,18,13,39,2,28,29,9,50,64,66,41,8,50
,22,29,9,14,8,83,6,2,16,18,73,29,79
,17,30,45,19,31,141,11,50,50,5,39,2,76
,20,3,42,4,15,120,3,12,22,4,55,6,65
,11,13,3,7,35,103,13,31,25,58,11,75,76
,4,4,1,19,45,7,5,2,42,10,51,43,25
,9,29,21,13,49,14,22,14,21,85,40,63,6
,19,26,32,12,56,2,7,45,37,45,4,7,31
,13,23,12,5,15,53,11,15,43,27,71,56,33
,14,29,28,12,24,123,6,32,35,81,32,2,67
,11,2,8,5,54,44,1,22,48,52,59,8,73
,5,17,18,7,33,52,11,18,22,39,80,39,81
,8,24,26,10,45,58,12,37,36,30,36,9,11
,19,4,9,4,10,32,8,6,19,82,12,16,78
,5,13,2,6,8,46,14,28,65,48,84,20,80
,9,6,22,9,35,121,16,1,2,33,6,76,82
,5,7,20,5,6,9,14,22,68,12,7,17,7
,21,6,38,9,16,19,13,44,21,80,63,38,63
,20,20,40,11,24,125,7,32,3,79,68,25,56
,10,21,29,8,27,100,1,35,58,80,84,64,58
,16,27,7,6,11,40,24,29,70,9,11,37,19
,19,26,8,19,53,117,18,43,38,77,52,64,7
,25,9,15,15,25,46,8,25,28,44,62,17,4
,25,25,43,12,14,10,5,38,38,72,51,41,29
,23,11,28,6,7,95,18,27,57,81,38,82,70
,5,10,8,14,25,13,18,35,9,19,61,55,79
,22,3,50,2,50,42,2,27,54,4,15,83,57
,5,7,4,7,52,108,16,10,48,40,24,28,36
,8,21,5,16,21,69,2,31,6,23,74,59,64
,13,2,12,19,51,98,2,2,49,39,3,46,73
,24,1,8,6,45,143,24,35,72,51,55,7,25
,19,9,13,12,36,9,6,45,44,18,14,35,8
,6,23,2,6,40,139,20,35,60,3,53,85,71
,10,16,47,1,13,4,19,10,2,12,26,63,34
,20,1,38,11,37,115,10,32,14,37,80,38,25
,14,16,10,7,56,52,24,50,1,35,35,14,70
,22,7,43,14,9,133,2,28,16,40,7,45,37
,11,16,26,2,54,141,16,25,56,33,81,44,78
,7,8,15,15,7,115,22,5,23,25,4,7,47
,1,11,1,17,1,53,18,46,7,50,1,66,26
,10,25,48,12,48,72,20,44,52,79,23,31,55
,19,25,45,12,30,110,3,50,60,75,85,77,39
,15,4,18,10,36,107,19,16,73,78,72,3,1
,4,24,12,18,35,72,11,18,39,29,10,48,77
,10,8,48,14,28,66,22,39,71,34,60,62,55
,25,28,7,13,49,74,18,31,73,84,26,27,19
,3,22,22,4,58,105,5,3,74,20,46,76,5
,21,23,44,20,4,40,13,3,1,43,25,61,83
,24,22,48,6,60,9,15,9,48,50,77,82,4
,18,14,39,4,24,53,21,18,19,74,37,64,79
,19,2,15,7,29,89,21,12,61,2,61,6,34
,18,9,25,15,10,110,11,29,3,44,54,8,83
,11,8,8,6,7,10,7,14,74,56,75,5,4
,7,19,28,3,49,48,15,18,2,1,12,70,71
,16,11,27,10,56,43,16,21,6,8,53,40,41
,5,24,40,2,1,99,21,26,59,34,63,76,5
,8,3,16,10,50,29,4,39,11,17,42,72,62
,24,15,50,16,41,133,11,3,34,61,19,75,67
,5,1,24,6,38,2,1,14,56,15,19,39,45
,17,30,5,6,43,32,12,34,57,59,52,11,12
,14,8,46,12,31,55,22,6,12,1,5,78,34
,18,20,23,11,7,129,6,8,58,60,26,84,39
,12,23,22,11,60,35,18,32,71,4,66,85,82
,17,19,38,9,2,70,15,29,59,77,18,50,57
,10,28,21,18,28,16,5,17,49,57,7,19,62
,25,20,8,11,51,65,6,34,56,18,82,45,62
,3,20,32,20,52,87,15,43,16,31,30,67,38
,14,5,3,5,59,101,10,34,23,56,6,54,35
,25,27,29,8,16,126,23,1,14,20,32,55,57
,8,19,38,15,3,78,22,30,67,81,66,7,34
,10,5,12,14,8,106,4,28,3,62,34,16,48
,8,11,25,4,44,118,2,17,17,58,10,56,54
,5,17,29,17,57,78,22,38,44,63,26,35,49
,8,23,27,9,21,108,5,28,18,37,40,68,36
,14,21,23,7,36,53,8,35,54,13,11,9,7
,7,11,25,17,54,117,24,47,26,47,25,73,53
,1,2,8,9,58,42,23,1,1,60,31,57,2
,3,16,5,18,26,132,24,7,41,6,6,53,35
,14,29,18,8,60,98,2,29,39,7,58,71,24
,25,16,45,12,31,53,7,38,72,14,6,77,66
,18,16,31,17,4,104,17,21,69,1,47,47,72
,11,14,37,6,38,78,3,21,8,85,3,84,4
,16,16,8,9,25,31,4,23,37,39,85,62,63
,24,14,21,19,19,100,16,28,68,30,51,69,14
,23,12,11,7,52,38,10,2,5,47,85,26,57
,5,7,29,5,13,133,2,23,39,84,29,16,49
,11,18,2,10,20,115,2,16,69,78,14,57,65
,24,2,18,17,1,112,2,26,47,77,2,53,13
,12,8,6,6,19,98,1,34,13,59,25,23,14
,17,2,40,4,14,46,5,35,34,63,35,28,2
,17,10,16,12,25,79,17,20,42,40,40,28,1
,7,27,37,13,31,63,22,18,69,63,77,83,21
,11,7,27,13,41,104,5,39,24,79,21,57,3
,10,9,1,2,22,20,7,21,5,29,11,12,81
,25,24,10,14,12,97,3,44,14,22,58,78,24
,1,22,17,3,55,83,23,37,5,83,35,60,73
,4,26,15,1,22,50,4,4,53,80,22,85,24
,8,24,49,5,48,94,6,11,64,38,16,50,35
,21,27,12,17,46,48,8,41,34,2,45,60,53
,12,21,39,12,5,110,9,38,45,44,60,35,67
,12,23,17,19,47,25,5,33,70,12,38,12,28
,2,1,13,15,47,15,14,29,30,35,74,64,26
,16,28,15,5,14,21,21,15,34,16,29,38,50
,21,21,50,20,15,24,24,45,39,13,8,33,48
,24,15,8,7,8,83,10,41,24,23,47,78,71
,21,5,3,16,30,132,23,31,26,43,39,4,15
,1,16,7,20,37,61,14,29,28,20,66,74,10
,3,3,40,20,50,114,4,44,61,26,43,30,30
,15,18,5,8,18,44,15,9,5,61,39,42,11
,17,27,7,12,27,108,8,13,1,33,52,41,80
,25,29,2,15,55,53,9,33,19,20,53,1,19
,3,30,3,20,37,111,6,32,27,73,26,1,55
,24,1,13,12,30,99,20,38,46,57,22,36,67
,5,11,27,9,8,55,3,22,27,76,6,12,28
,4,13,19,7,27,23,20,38,68,18,82,75,7
,12,5,46,13,2,81,18,31,30,68,60,59,33
,15,20,21,20,31,60,21,1,63,26,37,27,25
,1,16,33,6,46,27,25,21,44,42,40,59,63
,3,26,48,10,29,31,2,11,61,84,63,40,61
,16,12,45,19,43,113,8,5,35,11,74,39,45
,22,28,28,13,60,142,13,10,33,6,17,60,3
,16,13,22,11,54,123,14,8,72,16,58,5,77
,1,4,26,19,32,88,7,14,40,44,48,4,64
,15,18,42,11,37,46,6,34,60,22,31,55,70
,3,24,46,8,31,150,19,22,12,44,62,14,2
,24,6,11,6,11,75,14,23,2,34,18,61,42
,23,23,41,11,4,114,14,37,27,81,26,7,82
,23,26,50,15,16,126,17,45,51,69,29,70,53
,4,9,36,13,42,119,6,36,3,75,24,69,79
,23,25,1,18,18,33,17,42,12,1,85,5,33
,8,19,45,15,26,75,12,48,69,55,78,8,77
,10,18,13,19,46,82,24,39,18,43,32,70,9
,1,4,29,10,34,93,22,18,27,25,6,70,78
,12,10,34,14,14,103,4,35,38,66,4,34,28
,10,16,22,16,10,85,13,27,1,5,7,85,38
,14,25,24,18,2,88,17,15,31,34,40,10,31
,11,2,40,5,22,129,2,44,75,5,51,41,63
,9,29,29,18,18,42,7,33,8,55,24,59,76
,7,24,9,18,23,150,4,4,10,24,65,6,26
,9,17,5,10,33,78,2,25,49,62,20,37,17
,20,14,22,5,27,2,20,3,69,74,22,62,20
,24,5,10,7,54,108,25,14,56,18,21,75,47
,24,30,47,18,47,125,14,44,57,33,61,39,64
,4,25,38,2,9,90,5,39,33,46,50,11,62
,9,26,18,12,60,53,21,48,52,51,52,78,15
,5,2,15,10,55,50,18,2,29,78,11,30,10
,13,6,38,5,21,142,10,31,15,72,10,72,10
,16,27,8,19,56,71,20,28,29,75,28,16,1
,2,27,2,14,57,4,13,22,74,55,20,30,12
,24,5,2,11,9,81,15,7,36,14,10,82,45
,15,8,14,7,55,25,3,48,15,53,12,29,9
,2,30,5,6,59,132,19,39,6,66,46,52,41
,23,9,36,5,23,52,14,35,50,6,84,17,13
,8,6,41,15,16,1,20,39,24,50,59,20,79
,17,15,7,17,54,40,12,31,19,65,4,60,64
,13,29,2,16,1,24,3,43,19,15,12,67,28
,12,3,3,6,17,77,16,17,16,39,46,78,51
,19,23,39,17,27,131,2,45,37,67,11,49,80
,18,7,23,10,3,34,22,46,32,44,32,37,8
,22,22,38,4,40,52,7,49,62,56,21,69,41
,19,10,2,5,30,29,14,16,68,18,25,47,29
,6,22,44,10,17,118,20,27,4,76,80,73,32
,23,23,20,11,5,135,20,42,63,78,74,83,39
,3,6,28,16,14,76,11,23,22,27,63,51,69
,13,30,9,5,38,142,10,14,10,7,78,25,81
,10,4,1,19,15,107,18,32,65,54,47,51,72
,5,23,44,14,12,3,9,8,54,37,78,18,24
,12,4,22,16,17,89,6,7,62,13,4,32,76
,18,7,10,10,54,63,12,5,31,75,9,32,60
,5,3,19,17,43,20,12,2,29,73,81,66,67
,6,24,1,13,50,118,15,29,46,37,57,30,23
,10,11,7,20,49,122,22,17,30,60,5,75,31
,19,3,46,4,39,31,11,45,1,66,6,19,78
,22,21,29,10,14,96,17,40,70,3,54,27,48
,5,15,1,3,37,122,12,15,41,33,66,83,38
,13,3,48,13,15,73,18,9,45,71,80,75,73
,11,7,14,3,18,140,15,37,13,56,30,8,78
,1,6,35,12,30,92,25,43,70,38,48,4,8
,2,12,1,7,17,91,2,35,32,22,77,84,44
,17,23,1,13,7,74,24,37,56,19,64,33,52
,8,28,1,18,53,9,7,9,39,26,13,65,75
,23,26,7,8,28,12,25,36,30,28,19,60,13
,6,21,7,5,1,48,24,43,6,53,56,7,70
,23,8,47,2,4,102,1,42,6,7,59,23,45
,23,7,50,4,20,122,17,40,37,11,57,1,77
,21,24,36,10,55,137,21,44,29,2,64,45,38
,13,12,17,12,16,38,21,41,34,8,15,22,52
,10,29,25,8,46,2,16,1,66,70,30,69,63
,12,22,12,17,13,88,4,1,61,7,17,32,3
,22,2,13,6,18,69,4,9,4,71,41,4,25
,16,21,1,3,11,83,15,49,26,68,55,3,37
,9,24,47,5,15,109,13,13,18,69,61,46,4
,15,1,46,5,10,48,17,37,37,81,68,32,16
,18,27,46,1,37,62,19,11,68,26,23,55,61
,23,13,34,15,32,34,7,36,67,16,6,51,3
,8,3,40,10,44,31,2,50,28,59,11,13,22
,16,25,30,15,29,87,25,15,28,3,36,41,52
,14,13,18,12,6,81,11,15,54,14,25,74,76
,2,27,2,3,16,117,6,26,25,11,72,14,8
,5,10,1,4,39,3,10,48,26,47,78,83,44
,21,24,1,5,18,131,25,16,33,13,22,74,36
,15,22,1,6,13,90,6,44,67,67,11,64,12
,15,29,20,10,16,117,1,17,6,30,24,83,80
,4,14,36,1,50,83,1,4,64,11,33,77,69
,12,2,7,17,24,83,15,31,27,7,4,21,70
,19,24,22,15,26,63,13,5,30,1,13,32,61
,6,4,16,18,56,100,1,34,8,33,40,73,63
,11,23,45,13,37,45,25,20,65,53,81,85,83
,12,23,41,18,8,58,10,11,28,12,48,30,72
,24,24,47,15,1,41,8,4,37,8,74,77,84
,25,24,5,10,59,10,11,6,16,41,49,2,27
,18,9,37,15,13,45,13,12,24,1,64,52,30
,3,18,8,7,6,121,25,25,10,29,50,18,71
,15,12,32,11,47,94,9,49,54,55,79,78,54
,18,22,41,12,52,70,5,15,16,12,67,12,39
,10,30,25,7,60,19,11,11,74,38,55,66,79
,24,27,22,20,35,42,22,8,7,22,42,9,51
,11,6,17,11,23,95,19,32,49,69,25,59,4
,10,17,38,5,56,62,22,3,14,52,38,24,70
,20,10,1,19,56,144,7,42,17,13,30,28,63
,7,20,25,14,15,127,12,39,50,43,3,21,52
,20,19,20,2,41,48,21,48,14,10,75,45,66
,22,9,25,14,38,64,1,13,19,8,54,72,22
,12,2,30,11,46,69,11,25,4,76,81,48,51
,9,4,21,5,24,84,25,40,65,1,42,26,30
,10,7,35,10,24,30,6,28,67,5,74,8,60
,16,23,5,9,2,110,24,38,37,3,11,82,46
,2,26,41,19,28,80,15,30,69,48,28,81,32
,11,29,37,10,36,4,10,28,49,64,6,45,78
,7,6,3,18,40,12,16,32,61,39,11,39,78
,10,1,12,18,15,92,7,7,56,59,85,36,47
,17,3,50,14,18,117,15,32,11,64,56,51,30
,15,26,23,5,51,97,1,41,52,45,36,27,47
,24,19,15,6,28,110,16,39,63,1,55,60,19
,14,10,43,18,58,16,15,15,15,70,39,35,59
,8,18,39,10,9,110,23,23,60,19,62,7,41
,6,8,6,3,27,21,21,32,72,85,5,58,52
,15,17,35,5,21,2,19,23,12,45,82,27,26
,17,24,35,15,16,72,3,24,15,49,85,51,4
,3,10,5,14,44,13,23,1,39,7,6,33,67
,10,27,2,17,8,143,4,41,42,31,32,56,42
,16,4,45,19,52,5,6,49,21,27,15,76,47
,20,30,5,2,49,23,4,21,36,20,1,48,43
,15,12,50,8,35,128,9,44,1,22,9,76,84
,25,13,28,16,25,52,20,29,43,23,79,22,83
,25,30,25,8,37,58,9,43,23,69,34,40,72
,10,29,15,7,38,41,18,39,48,49,81,58,79
,23,3,48,18,10,1,15,43,25,64,44,20,28
,20,30,31,1,9,141,21,38,71,23,21,7,67
,9,20,17,5,49,10,3,21,20,24,57,8,41
,19,25,9,12,43,147,21,35,24,48,15,59,58
,13,28,38,2,55,29,6,11,37,65,57,39,48
,20,27,47,5,60,27,12,31,59,72,62,34,78
,19,20,41,18,52,17,18,48,26,78,15,70,9
,11,16,3,15,7,136,20,25,40,66,18,15,81
,9,6,30,10,22,128,8,41,53,22,75,59,24
,21,20,44,13,1,130,9,31,26,3,69,54,77
,11,2,33,2,24,126,20,25,75,41,13,84,16
,3,28,15,17,6,97,4,4,33,26,13,41,10
,12,30,38,3,32,67,6,16,52,13,59,37,2
,19,23,29,3,36,118,9,32,75,81,81,32,69
,16,23,14,8,33,107,5,9,59,48,2,8,46
,12,28,9,3,39,15,11,1,20,8,77,4,3
,19,4,16,2,42,133,3,41,72,22,14,12,50
,2,8,45,2,14,36,3,11,9,17,16,22,41
,11,3,26,6,5,10,9,6,17,37,64,36,2
,22,7,22,15,29,122,10,19,61,39,41,34,77
,5,28,5,18,2,126,11,12,13,25,54,46,30
,15,13,30,5,35,70,9,7,24,20,28,67,39
,7,1,35,12,15,8,25,4,59,73,6,56,17
,14,7,50,15,32,92,4,49,4,5,1,2,38
,8,20,2,8,2,27,10,1,53,51,7,8,11
,8,4,37,7,37,4,3,42,75,30,63,50,61
,21,28,49,12,42,69,25,48,62,42,68,72,83
,16,8,10,15,5,122,1,6,9,41,28,20,85
,19,8,7,5,36,60,9,40,15,71,34,81,44
,6,26,46,17,8,103,17,29,55,44,34,82,14
,10,28,1,12,56,51,6,42,62,55,17,12,60
,17,10,20,18,6,41,21,47,43,37,25,82,54
,19,12,39,11,10,147,8,38,10,25,8,21,55
,25,11,49,12,38,116,16,20,36,82,34,78,41
,9,21,4,14,35,88,5,2,32,53,2,35,6
,7,11,19,2,59,150,16,18,73,46,57,22,31
,21,6,15,11,6,24,1,22,52,84,47,77,5
,4,24,6,20,16,87,17,30,1,65,49,4,55
,25,19,48,3,58,105,24,27,63,30,80,23,31
,1,3,32,5,8,34,3,48,10,43,52,26,57
,9,4,3,20,21,58,20,43,35,68,13,31,15
,7,14,5,2,32,39,13,44,60,59,54,22,8
,11,15,26,10,55,80,11,20,5,3,19,14,27
,11,25,35,1,8,136,17,41,40,20,15,6,13
,16,6,3,8,35,12,18,11,38,14,49,69,57
,7,30,50,11,47,120,6,20,1,78,50,43,47
,15,25,7,1,53,72,15,9,12,77,78,51,20
,9,2,26,11,36,45,7,24,25,5,77,1,57
,17,8,36,1,57,57,6,1,53,23,81,74,9
,3,20,27,17,8,9,17,40,66,7,57,33,47
,16,12,17,9,19,63,18,26,23,85,51,32,18
,3,1,16,4,20,5,2,22,29,41,42,32,16
,2,9,8,4,32,86,6,10,59,23,50,9,76
,11,4,50,14,47,70,2,18,21,72,15,82,54
,2,18,26,10,26,13,17,31,32,14,1,28,9
,12,26,12,11,2,16,21,3,12,54,80,66,53
,18,17,23,13,36,134,20,11,23,25,59,66,7
,3,4,40,19,25,97,10,8,36,80,21,27,12
,21,14,37,18,41,76,2,27,25,53,69,3,41
,1,3,23,6,17,121,10,15,28,45,28,9,52
,1,12,40,17,36,77,15,38,50,39,24,39,28
,8,16,35,4,52,37,8,34,46,75,33,30,56
,4,8,31,3,36,20,7,1,44,10,76,83,43
,22,28,30,6,55,116,12,14,11,33,47,20,46
,24,28,37,20,6,87,13,2,19,39,28,10,26
,1,12,20,2,58,63,5,45,4,22,75,84,15
,3,26,37,8,7,45,6,27,31,72,17,16,3
,5,15,17,20,6,85,16,19,34,33,45,11,63
,12,19,18,5,51,110,11,13,1,54,46,8,73
,22,3,20,13,21,17,11,20,39,40,35,79,59
,13,12,34,19,8,89,23,12,42,77,65,59,8
,1,22,27,1,53,126,9,22,21,47,8,35,83
,10,8,13,14,13,59,17,15,57,28,20,12,74
,4,19,7,16,34,121,24,32,57,69,34,70,2
,20,18,21,16,22,67,5,13,15,5,16,61,13
,19,30,10,17,3,68,23,13,33,54,62,45,11
,1,15,23,1,53,35,4,24,36,38,32,13,72
,14,2,28,15,8,72,22,40,37,13,74,62,50
,13,27,15,4,33,117,21,13,11,44,54,21,48
,5,11,49,16,60,2,7,23,66,74,24,14,39
,24,4,20,9,12,29,16,6,73,5,66,66,64
,11,22,7,16,56,14,1,21,3,34,49,59,4
,18,25,34,3,11,26,3,34,10,54,72,14,42
,17,10,14,9,40,75,8,8,50,45,44,61,78
,17,15,50,17,37,52,7,34,51,61,52,43,63
,5,20,50,10,52,106,7,44,37,69,47,58,54
,2,18,18,17,30,24,20,2,65,27,9,43,20
,12,5,42,8,49,65,20,43,3,15,2,81,21
,19,30,31,5,13,34,10,1,11,23,32,74,25
,9,27,6,19,60,83,1,41,6,6,12,63,2
,4,30,22,7,17,147,18,37,63,52,36,19,77
,5,22,17,20,28,65,19,47,8,9,60,78,68
,22,17,27,5,43,149,3,24,70,34,62,71,66
,16,18,26,18,1,25,14,42,54,34,39,83,30
,12,14,29,14,37,46,22,21,37,65,44,74,5
,4,18,30,8,58,53,24,47,59,17,77,9,78
,13,14,19,3,49,58,11,13,22,25,55,36,15
,21,16,9,12,4,124,13,45,29,81,22,68,83
,13,22,33,17,24,41,21,16,53,23,59,81,29
,21,18,13,9,14,32,10,34,71,9,76,69,64
,3,15,1,5,5,21,7,20,54,27,80,64,64
,19,23,12,13,55,69,19,47,18,44,24,4,46
,11,27,22,8,28,141,5,41,10,5,19,40,14
,5,1,10,18,41,68,17,12,66,8,36,55,31
,19,11,44,15,28,43,15,13,53,3,6,1,9
,21,21,35,14,6,52,22,28,38,5,38,45,49
,14,29,17,17,15,134,25,47,53,78,10,30,55
,14,2,46,16,22,124,15,4,49,18,18,85,29
,7,17,4,1,23,87,11,24,74,66,58,24,48
,11,1,8,12,31,144,7,38,48,12,78,50,7
,16,4,15,19,48,44,12,35,61,12,43,34,43
,23,2,48,19,29,131,2,8,66,73,16,79,44
,5,6,6,3,21,85,15,4,65,77,72,45,76
,8,19,36,10,37,37,19,31,3,42,82,5,62
,13,7,23,7,11,41,3,40,71,27,35,55,23
,11,20,42,7,6,41,9,44,26,19,19,70,21
,7,22,21,5,34,78,15,37,17,40,29,7,52
,17,23,27,20,27,80,3,14,23,44,69,63,74
,18,13,39,7,29,121,15,7,50,56,42,71,76
,13,2,8,5,52,87,15,48,12,58,11,80,7
,15,30,30,15,46,139,6,1,72,17,21,61,1
,20,19,48,18,22,10,3,7,26,48,15,28,37
,5,28,36,3,21,58,18,27,41,54,53,8,78
,21,19,2,15,3,79,3,47,49,51,3,81,59
,2,15,50,18,39,98,20,36,2,20,83,62,74
,24,29,40,20,3,68,12,33,32,60,67,70,57
,13,12,47,4,42,22,24,25,58,22,51,66,65
,6,28,24,16,12,18,16,22,38,38,9,63,74
,24,10,20,14,46,79,11,46,44,24,23,53,18
,11,3,26,4,58,112,15,2,74,9,75,40,54
,10,23,1,19,2,62,17,13,58,8,48,62,48
,3,23,36,6,43,3,13,27,18,52,18,53,38
,1,22,44,1,53,149,10,24,67,14,62,69,19
,16,7,40,12,26,30,7,39,3,16,18,85,44
,9,3,29,12,9,81,8,42,69,23,53,37,39
,10,4,17,17,41,125,10,23,26,84,73,55,16
,6,23,31,8,56,89,20,21,48,31,82,79,31
,17,30,32,12,5,80,1,44,19,20,50,51,34
,17,19,27,12,47,102,12,14,71,70,77,18,47
,21,3,47,7,2,100,10,26,7,2,11,31,76
,5,27,11,19,28,66,22,6,50,46,60,35,49
,3,11,32,20,39,135,1,37,6,75,36,43,13
,13,24,5,13,7,69,22,4,54,55,70,48,36
,23,15,17,5,40,45,1,11,4,56,58,7,22
,8,21,35,8,20,60,17,50,51,80,14,53,16
,14,6,24,12,4,24,10,20,14,4,66,81,45
,19,17,47,19,39,33,13,50,34,45,23,59,44
,4,20,28,2,56,134,8,38,55,74,35,70,46
,24,23,31,10,34,92,4,50,20,6,60,1,46
,4,21,23,20,54,9,25,48,71,52,59,11,41
,1,23,23,14,28,84,7,40,63,20,70,6,3
,13,9,10,3,40,13,6,19,36,7,23,56,63
,15,16,1,18,27,137,17,45,42,84,84,5,63
,21,12,49,15,17,75,6,11,63,38,27,71,66
,6,17,47,1,1,26,25,29,54,22,39,54,29
,13,25,3,15,9,59,4,2,27,65,10,16,37
,1,5,27,6,43,17,24,28,28,57,82,34,18
,21,30,50,16,53,132,3,47,12,46,63,82,60
,5,4,17,4,42,50,2,39,1,35,62,68,50
,6,27,43,15,49,71,22,49,54,65,72,63,58
,1,20,4,3,20,45,5,30,5,30,22,55,54
,19,20,45,20,60,123,2,29,74,12,48,38,42
,25,15,25,12,29,15,11,42,55,69,7,30,17
,13,8,22,8,13,106,21,22,72,72,61,12,11
,17,5,18,7,9,144,20,36,21,58,5,4,7
,14,10,24,11,44,48,22,18,39,52,38,62,13
,8,26,46,16,9,3,3,13,64,33,29,52,3
,14,8,31,2,47,33,11,21,73,2,51,47,51
,5,18,18,13,47,5,4,27,47,35,70,68,29
,19,14,37,9,50,107,1,39,21,77,65,8,16
,4,9,13,2,35,33,9,20,40,43,23,6,82
,3,21,11,11,58,103,13,8,63,58,34,33,67
,14,23,7,19,3,96,20,41,68,50,55,44,24
,25,17,24,1,22,120,5,8,37,51,69,10,80
,9,24,12,11,47,116,25,23,40,9,78,75,64
,18,9,35,5,41,64,22,7,72,64,37,84,16
,7,3,14,6,54,15,19,48,40,76,60,75,80
,2,16,9,15,6,143,19,45,38,55,74,36,21
,24,28,35,4,33,57,22,48,60,49,78,41,30
,1,15,49,4,31,112,1,33,65,24,58,49,62
,9,10,6,15,35,62,10,31,9,29,9,46,67
,8,9,20,14,50,133,4,22,54,1,46,65,13
,20,17,20,1,50,110,10,19,3,61,46,11,50
,24,4,30,9,21,63,15,9,61,49,40,16,39
,2,20,12,5,48,121,25,34,7,41,46,73,56
,5,12,7,14,52,14,12,41,2,44,9,23,16
,21,17,50,16,11,82,2,16,50,47,26,63,51
,11,16,24,4,14,47,20,39,57,19,4,26,23
,1,9,39,18,39,149,12,8,75,76,18,69,72
,5,2,12,16,50,85,11,32,3,22,80,62,62
,20,18,3,12,16,42,2,21,64,38,21,18,21
,14,4,19,9,5,7,24,41,53,2,70,26,62
,22,8,3,19,55,148,14,7,71,74,29,42,56
,24,11,33,15,40,66,20,11,20,31,38,83,62
,22,4,22,18,47,101,11,28,16,72,5,9,51
,24,9,44,18,56,68,1,12,28,83,19,82,7
,2,4,31,9,46,134,12,20,21,19,75,74,10
,13,25,40,10,9,80,2,6,52,66,24,34,47
,25,24,38,8,26,142,4,46,32,60,82,4,27
,11,22,11,15,10,17,16,4,43,36,78,58,58
,23,30,23,11,21,18,1,35,47,77,55,79,28
,7,15,23,18,51,118,13,27,57,69,59,34,53
,14,29,34,12,21,61,7,3,37,21,27,17,7
,7,8,40,14,19,126,19,46,59,59,39,47,31
,16,6,15,17,38,99,9,28,18,11,11,77,43
,1,8,27,2,21,48,19,44,65,1,50,8,78
,8,2,30,15,11,27,3,14,63,44,29,10,47
,13,17,3,13,29,66,25,31,72,69,17,5,10
,7,3,23,5,4,132,15,44,47,81,38,10,19
,21,5,24,8,42,1,8,45,74,79,14,57,63
,4,28,22,1,40,22,3,11,68,35,7,46,72
,13,14,46,2,25,16,25,18,53,76,21,14,60
,6,12,24,14,53,105,6,24,62,37,83,20,29
,25,9,10,8,5,23,1,7,55,33,70,63,45
,20,29,16,2,43,114,13,13,71,43,63,52,43
,12,1,18,20,60,22,11,20,60,73,39,28,76
,20,20,38,17,32,60,18,25,25,82,63,35,42
,21,18,5,1,54,130,3,21,23,35,11,39,59
,3,6,33,18,54,40,20,23,3,83,19,84,22
,4,29,18,18,23,21,14,28,24,53,71,73,12
,16,5,45,13,31,52,24,21,53,67,64,53,75
,8,11,47,17,40,113,22,41,20,15,66,76,6
,11,27,42,7,1,34,23,41,38,52,32,71,56
,20,11,21,4,43,53,3,34,38,47,3,78,38
,4,16,50,12,23,99,20,25,15,42,84,2,84
,3,11,43,19,29,58,5,25,21,33,39,69,37
,6,2,5,8,35,9,22,30,47,35,52,13,24
,21,17,19,3,18,75,10,27,21,59,13,68,83
,8,1,15,13,38,41,22,20,21,58,43,65,9
,1,21,32,18,28,118,7,14,60,10,21,74,19
